"example_data.dat, x: vs y:
 "
771029.7766749379,238399.50372208437,77605.45905707197,36290.32258064518,17307.692307692312,558.3126550868619,3908.188585607946,898325.0620347395,888275.4342431762,794478.9081885855
0.4274170274170275,0.42568542568542567,0.4112554112554113,0.38528138528138534,0.3656565656565657,0.3621933621933622,0.20230880230880233,0.2028860028860029,0.42914862914862917,0.4274170274170275
