L geo_mean,S geo_mean
86138.66568123378,0.335227803241035
79.70805897981154,0.0
62038.64239785411,0.3693552116706287
30009.03083737747,0.4378569555898757
475580.6324139369,0.4065499710186088
6237.295563549946,0.02215287129759527
3205.6578884020223,0.03272517385629391
92093.05164817855,0.43936370078818904
54272.07555555319,0.4456506174892172
271282.3482918088,0.3954062506564601
4142.7665716231295,-0.02958926262543919
184904.88154754663,0.4362811299550992
2970.8405413958662,0.09322298197877925
47776.38343813372,0.4284012764291136
134509.46110552555,0.4391599499296331
561568.7005163628,0.403586132146102
2415.412992086376,0.11514323485200127
3283.589411979696,-0.012853442387955789
100926.43884879611,0.4248275822462147
36679.15498706278,0.43710289008020864
12948.200411992344,0.4136043785923814
4294.533027884109,0.35518263223282137
161888.43322199627,0.38399308314053043
6549.607022181277,0.03186009631370834
611515.898179874,0.4086495965417625
6777.2012105418125,0.016752047097933008
13719.802357913484,0.38948637100341876
22890.927758223224,0.3744213021895879
55867.845168265456,0.4329827570764341
53083.63567399242,0.4285042591729311
21876.86057449827,0.45712518507818645
29635.624667138763,0.3417265837422179
376971.0000344307,0.3955092577735048
23.000093495899463,0.0
2144.7922258407166,-0.03508741818383457
108239.31225002834,0.42362029792058276
2658.3970231733506,0.5533087747202975
6167.628193219689,0.271709127814111
20790.792834604632,0.4514830414147788
71401.08144831733,0.3490377561531926
21133.120239538242,0.41072725555334005
164274.08365206397,0.43333112780568156
5246.217594057296,0.06735320884071315
21963.885323013772,0.42774004934699644
19163.546755083284,0.43522546382664223
571582.5821601759,0.400791843612398
10259.218984530253,0.014631974828919396
29474.698560327077,0.427346000244635
16710.161913233285,0.39415041178523297
64487.1725616931,0.4262210834963899
28904.189692242675,0.4183358137371063
8037.128776225847,0.394896335168449
127678.87789761453,0.4298805734348758
299465.91292228265,0.3967002228274871
8610.235116318472,0.03999970123927774
443890.1590109597,0.4015370418317555
4367.770940149499,0.10654711367974684
162063.39184158202,0.430087110631641
